id,datetime,text,thread_text,status,category,subcategory,hashtags
20251109052,2025-11-09 17:30,"黒板の雪の昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,黒板の雪,exp:type=story;series=S5;part=2;hook=soft
20251109053,2025-11-09 18:00,"黒板の雪の夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,黒板の雪,exp:type=story;series=S5;part=3;hook=soft
20251109E1830,2025-11-09 18:30,"18:30の観察ノート。黒板の雪。

黒板の端に指を置くと、粉が音もなく崩れて小さな光をつくる。
『見える合図』は、言葉より先に届くのか。

もしそうなら、説明は『あとから追いかけるもの』でいいのかもしれない。今日はここまで。",,pending,教室短編,黒板の雪 考察,exp:type=essay;hook=soft
20251109061,2025-11-09 19:00,"黒板の雪の朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,黒板の雪,exp:type=story;series=S6;part=1;hook=soft
20251109062,2025-11-09 19:30,"黒板の雪の昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,黒板の雪,exp:type=story;series=S6;part=2;hook=soft
20251109063,2025-11-09 20:00,"黒板の雪の夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,黒板の雪,exp:type=story;series=S6;part=3;hook=soft
20251109071,2025-11-09 20:30,"黒板の雪の朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,黒板の雪,exp:type=story;series=S7;part=1;hook=soft
20251109072,2025-11-09 21:00,"黒板の雪の昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,黒板の雪,exp:type=story;series=S7;part=2;hook=soft
20251109073,2025-11-09 21:30,"黒板の雪の夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,黒板の雪,exp:type=story;series=S7;part=3;hook=soft
202511092200,2025-11-09 22:00,"守りたかったのは、かいとの速さ。最初の白い点は『ここからでもいいよ』という合図にしたかった。だから、説明を先に並べず、点や線や待ち合わせみたいな“見える目印”を先に置いた。

鈴は安心の道具。夜勤のある家では、鳴らさない夜がある。鳴らさないことも合図にできるように、学校の側に置き場所を作っておきたかった。丸や名札の棚は、そのための目印。

『半分だけ残す』は、上手く消せたかより、どう残したいと思えたかを大切にしたかったから。残し方は彼の手に残しておく。最初の点を最後まで残したのは、はじまりを踏ませないため。あれは勇気の入口。明日の朝の黒で、また一緒に確かめたい。",,pending,解説,黒板の雪,exp:type=note
20251110E0800,2025-11-10 08:00,"08:00の観察ノート。ランドセルの重さ。

黒板の端に指を置くと、粉が音もなく崩れて小さな光をつくる。
『見える合図』は、言葉より先に届くのか。

もしそうなら、説明は『あとから追いかけるもの』でいいのかもしれない。今日はここまで。",,pending,教室短編,ランドセルの重さ 考察,exp:type=essay;hook=soft
20251110011,2025-11-10 08:30,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S1;part=1;hook=soft
20251110012,2025-11-10 09:00,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S1;part=2;hook=soft
20251110013,2025-11-10 09:30,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S1;part=3;hook=soft
20251110E1000,2025-11-10 10:00,"10:00の観察ノート。ランドセルの重さ。

黒板の端に指を置くと、粉が音もなく崩れて小さな光をつくる。
『見える合図』は、言葉より先に届くのか。

もしそうなら、説明は『あとから追いかけるもの』でいいのかもしれない。今日はここまで。",,pending,教室短編,ランドセルの重さ 考察,exp:type=essay;hook=soft
20251110021,2025-11-10 11:00,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S2;part=1;hook=soft
20251110022,2025-11-10 11:30,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S2;part=2;hook=soft
20251110023,2025-11-10 12:00,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S2;part=3;hook=soft
20251110E1230,2025-11-10 12:30,"12:30の観察ノート。ランドセルの重さ。

黒板の端に指を置くと、粉が音もなく崩れて小さな光をつくる。
『見える合図』は、言葉より先に届くのか。

もしそうなら、説明は『あとから追いかけるもの』でいいのかもしれない。今日はここまで。",,pending,教室短編,ランドセルの重さ 考察,exp:type=essay;hook=soft
20251110031,2025-11-10 13:30,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S3;part=1;hook=soft
20251110032,2025-11-10 14:00,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S3;part=2;hook=soft
20251110033,2025-11-10 14:30,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S3;part=3;hook=soft
20251110041,2025-11-10 15:00,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S4;part=1;hook=soft
20251110042,2025-11-10 15:30,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S4;part=2;hook=soft
20251110043,2025-11-10 16:00,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S4;part=3;hook=soft
20251110E1630,2025-11-10 16:30,"16:30の観察ノート。ランドセルの重さ。

黒板の端に指を置くと、粉が音もなく崩れて小さな光をつくる。
『見える合図』は、言葉より先に届くのか。

もしそうなら、説明は『あとから追いかけるもの』でいいのかもしれない。今日はここまで。",,pending,教室短編,ランドセルの重さ 考察,exp:type=essay;hook=soft
20251110051,2025-11-10 17:00,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S5;part=1;hook=soft
20251110052,2025-11-10 17:30,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S5;part=2;hook=soft
20251110053,2025-11-10 18:00,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S5;part=3;hook=soft
20251110E1830,2025-11-10 18:30,"18:30の観察ノート。ランドセルの重さ。

黒板の端に指を置くと、粉が音もなく崩れて小さな光をつくる。
『見える合図』は、言葉より先に届くのか。

もしそうなら、説明は『あとから追いかけるもの』でいいのかもしれない。今日はここまで。",,pending,教室短編,ランドセルの重さ 考察,exp:type=essay;hook=soft
20251110061,2025-11-10 19:00,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S6;part=1;hook=soft
20251110062,2025-11-10 19:30,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S6;part=2;hook=soft
20251110063,2025-11-10 20:00,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S6;part=3;hook=soft
20251110071,2025-11-10 20:30,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S7;part=1;hook=soft
20251110072,2025-11-10 21:00,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S7;part=2;hook=soft
20251110073,2025-11-10 21:30,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S7;part=3;hook=soft
20251110081,2025-11-10 22:00,"ランドセルの重さの朝。昇降口のゴムの匂い、まだ乾ききらない黒板、袖口につく白い粉。

そらは椅子の前脚を床から少しだけ浮かせて座る。鈴は鳴らない。

最初の一文を置いたとき、教室の空気が半歩だけ動いた気がした。その動きの行き先が、まだわからない。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S8;part=1;hook=soft
20251110082,2025-11-10 22:30,"ランドセルの重さの昼。窓ぎわの光が机の端で曲がり、ノートの罫線が波打つ。

黒板の隅に小さな丸。そこにだけ風が触れているように見える。問いは出さない。視線だけが集まる。

手を伸ばせば届くのに、誰もまだ触れない。その距離感に、今日の答えの形がうっすら見えた。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S8;part=2;hook=soft
20251110083,2025-11-10 23:00,"ランドセルの重さの夕方。廊下の自転車のチェーンが一度鳴り、窓の色が低くなる。

連絡帳の余白に短く書く。『合図は強制ではない。選べると安心は増える』。

黒板の丸はそのまま残す。消さない理由が、明日の始業前にきっと見つかる。",,pending,教室短編,ランドセルの重さ,exp:type=story;series=S8;part=3;hook=soft
20251110E2330,2025-11-10 23:30,"23:30の観察ノート。ランドセルの重さ。

黒板の端に指を置くと、粉が音もなく崩れて小さな光をつくる。
『見える合図』は、言葉より先に届くのか。

もしそうなら、説明は『あとから追いかけるもの』でいいのかもしれない。今日はここまで。",,pending,教室短編,ランドセルの重さ 考察,exp:type=essay;hook=soft
2025111101,2025-11-11 08:30,"窓ぎわに立ったとき、窓ぎわの天気予報の匂いが薄く流れ込んだ。

教室の時計が一度だけ長く鳴る。

窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

チャイムの前後だけ、窓ぎわの天気予報は少し静かになった。私はその静けさをポケットにしまった。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=sensory;end=yoin;br=4;concept=object;tense=past;emoji=0;thread=no
2025111102,2025-11-11 09:30,"窓ぎわに立つと、窓ぎわの天気予報の匂いが薄く流れ込む。

窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=sensory;end=softhook;br=3;concept=object;tense=present;emoji=0;thread=no
2025111103,2025-11-11 11:00,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かぶのを思う。

連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,窓ぎわの天気予報,exp:len=L;op=introspect;end=softhook;br=3;concept=parent;tense=present;emoji=0;thread=no
2025111104,2025-11-11 12:00,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かぶのを思う。

配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=introspect;end=yoin;br=3;concept=teacher;tense=present;emoji=0;thread=no
2025111105,2025-11-11 13:00,"窓ぎわに立つと、窓ぎわの天気予報の匂いが薄く流れ込む。
子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=sensory;end=yoin;br=2;concept=observation;tense=present;emoji=0;thread=no
2025111106,2025-11-11 13:30,"「先生、きょうの窓ぎわの天気予報は晴れ？」と誰かが聞く。

連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,窓ぎわの天気予報,exp:len=L;op=dialogue;end=yoin;br=3;concept=parent;tense=present;emoji=0;thread=no
2025111107,2025-11-11 14:00,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かんでいたのを思い出す。
子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少し静かになった。私はその静けさをポケットにしまった。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=introspect;end=yoin;br=2;concept=observation;tense=past;emoji=0;thread=no
2025111108,2025-11-11 15:00,"「先生、きょうの窓ぎわの天気予報は晴れ？」と誰かが聞く。

配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。",,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=dialogue;end=softhook;br=3;concept=teacher;tense=present;emoji=0;thread=no
2025111109,2025-11-11 15:30,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かぶのを思う。

窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=introspect;end=yoin;br=3;concept=object;tense=present;emoji=0;thread=no
2025111110,2025-11-11 16:00,"窓ぎわに立ったとき、窓ぎわの天気予報の匂いが薄く流れ込んだ。

配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、窓ぎわの天気予報は少し静かになった。私はその静けさをポケットにしまった。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=sensory;end=yoin;br=3;concept=teacher;tense=past;emoji=0;thread=no
2025111111,2025-11-11 16:30,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かんでいたのを思い出す。
子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少し静かになった。私はその静けさをポケットにしまった。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=introspect;end=yoin;br=2;concept=observation;tense=past;emoji=0;thread=no
2025111112,2025-11-11 17:00,"「先生、きょうの窓ぎわの天気予報は晴れ？」と誰かが聞く。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=dialogue;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111113,2025-11-11 17:30,"窓ぎわに立ったとき、窓ぎわの天気予報の匂いが薄く流れ込んだ。

教室の時計が一度だけ長く鳴る。

配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、窓ぎわの天気予報は少し静かになった。私はその静けさをポケットにしまった。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=sensory;end=yoin;br=4;concept=teacher;tense=past;emoji=0;thread=no
